catalog_number,object_id,occurrenceID,inst,collectionCode,family,sci_name,sciname,tidinterpreted,event_date,verbatimEventDate,year,startDayOfYear,country,state,county,municipality,locality,latitude,longitue,geodeticDatum,coordinateUncertaintyInMeters,georeferenceProtocol,georeferenceRemarks,georeferenceSources,url,order,Budding Ground Truth,Budding Prediction,Budding Prediction Confidence,Fruiting Ground Truth,Fruiting Prediction,Fruiting Prediction Confidence,Reproductive Ground Truth,Reproductive Prediction,Reproductive Prediction Confidence,Flowering Ground Truth,Flowering Prediction,Flowering Prediction Confidence
barcode-00810615,1289085,2c0b2859-2eb5-4ed5-862b-a038e6fe44b2,NEBC,,Liliaceae,Trillium undulatum Willdenow,Trillium undulatum,833946.0,,,,,United States of America,Massachusetts,Bristol County,New Bedford,New Bedford,41.66699,-70.94065,WGS84,9027.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-te7GgvGt58YsRwupYW7QDk,Liliales,False,False,0.981304943561554,False,False,0.990680992603302,True,True,0.9024240374565125,True,False,0.8654837012290955
barcode-00810616,1289086,6e20fcf1-ee45-4a10-8aa6-4cab4a25a000,NEBC,,Liliaceae,Trillium undulatum Willdenow,Trillium undulatum,833946.0,29/7/1984,29 July 1984,1984.0,211.0,United States of America,Massachusetts,Bristol County,New Bedford,New Bedford,41.66699,-70.94065,WGS84,9027.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-9ijw2B4LReuRTZDT6bGCZU,Liliales,False,False,0.8545231819152832,False,False,0.8894336223602295,False,True,0.8146836161613464,False,False,0.9277544021606444
barcode-00817277,1282080,4d37fab0-1b31-11e6-b5e0-001ec9fd629b,NEBC,,Liliaceae,Erythronium americanum Ker Gawler,Erythronium americanum,822935.0,10/5/1912,"May 10,1912",1912.0,131.0,United States of America,Vermont,Bennington County,Manchester (Duplicate),Manchester,,,,,,,,https://bisque.cyverse.org/image_service/00-Mq7FjwKG4BF37zW34wWDNc,Liliales,False,False,0.941961705684662,False,False,0.9541356563568116,True,True,0.995427131652832,True,True,0.9986955523490906
barcode-01032587,1238499,791a99b2-193d-11e6-b5e0-001ec9fd629b,NEBC,,Alismataceae,Sagittaria latifolia Willdenow,Sagittaria latifolia,831497.0,25/8/1910,"August 25, 1910",1910.0,237.0,United States of America,Maine,Cumberland County,Brunswick,Brunswick,43.90418,-69.97638,WGS84,10608.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-r5rxhM7PyRJtsMzsvgjQ5L,Alismatales,True,True,0.8357711434364319,False,False,0.9634378552436828,True,True,0.9592322707176208,True,True,0.9316951036453248
barcode-01040284,1239258,bc2d5f8c-181b-11e6-b5e0-001ec9fd629b,NEBC,,Ericaceae,Vaccinium oxycoccos Linnaeus,Vaccinium oxycoccos,834137.0,9/9/1913,"Sept 9, 1913",1913.0,252.0,United States of America,Connecticut,,,Durham,,,,,,,,https://bisque.cyverse.org/image_service/00-j5rKECZymdeuCckoMLBNwn,Ericales,False,False,0.997784435749054,True,False,0.8973893523216248,True,True,0.9041464924812316,False,False,0.5631211400032043
barcode-01044177,1288596,4c6a7446-b2d7-4c97-8e0f-908f64272ee1,NEBC,,Liliaceae,Trillium erectum Linnaeus,Trillium erectum,833920.0,27/5/1940,"27 May, 1940",1940.0,148.0,United States of America,New Hampshire,Coos County,Columbia,Columbia,44.82566,-71.46776,WGS84,12275.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"New Hampshire Political Boundaries at 1:24,000 Scale vector digital data, 1992-01-01 (ending date 2013-04-11); Complex Systems Research Center, University of New Hampshire, Durham, New Hampshire (http://www.granit.sr.unh.edu).",https://bisque.cyverse.org/image_service/00-w9YhPbBAziLJ6cdM6i366V,Liliales,False,False,0.9985952973365784,False,False,0.9786381125450134,True,True,0.9569754004478456,True,True,0.9976680874824524
barcode-01047975,1420424,9cc948b9-3463-4491-90f9-06baa2df5af1,NEBC,,Lamiaceae,Mentha canadensis Linnaeus,Mentha canadensis,854755.0,0/0/0,1894,1894.0,,United States of America,Maine,Androscoggin County,Livermore,Livermore,44.40789,-70.21502,WGS84,7926.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-uB4bXKCRMnHgZN92hJVmih,Lamiales,,False,0.6192803382873535,,True,0.632920503616333,True,True,0.9830037355422974,,False,0.9854952096939088
barcode-01075968,1239180,10804470-181a-11e6-b5e0-001ec9fd629b,NEBC,,Ericaceae,Vaccinium oxycoccos Linnaeus,Vaccinium oxycoccos,834137.0,6/8/1909,6 Aug. 1909,1909.0,218.0,United States of America,New Hampshire,,,Sharon,,,,,,,,https://bisque.cyverse.org/image_service/00-snRVmc9QVD2zcBtVTf52rR,Ericales,False,False,0.992347240447998,True,False,0.525946319103241,True,True,0.7260338068008423,False,False,0.8114690780639648
barcode-01076841,1165874,a5f2b0f2-185a-11e6-b5e0-001ec9fd629b,NEBC,,Oleaceae,Fraxinus pennsylvanica Marshall,Fraxinus pennsylvanica,823390.0,5/9/1897,Sept 5 1897,1897.0,248.0,United States of America,Massachusetts,,,Weston,,,,,,,,https://bisque.cyverse.org/image_service/00-vfT6kyznyXrPhuaDE6vxCf,Lamiales,,False,0.9594667553901672,,True,0.9840564727783204,,True,0.9942797422409058,,False,0.9053294658660888
BSN-13305,1496505,,,BSN,Ericaceae,,Vaccinium corymbosum,834120.0,31/7/1911,,1911.0,212.0,United States of America,Massachusetts,Dukes,Tisbury,,41.45197,-70.61686,WGS84,4266.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Community Boundaries (Towns) from Survey Points (Polygons) vector digital data (TOWNSSURVEY_POLY.shp, http://www.mass.gov/itd/townsurvey), 2012-11-05; MassGIS, Commonwealth of Massachusetts.",https://bisque.cyverse.org/image_service/00-ajvmpHABfAKXsX77m5X3DE,Ericales,False,False,0.9693874716758728,True,True,0.8916056156158447,True,True,0.6219815611839294,False,False,0.9519382119178772
CCNL-08394,1125344,,,CCNL,Ericaceae,,Lyonia ligustrina,826653.0,18/6/1928,,1928.0,170.0,United States of America,Connecticut,New London,Groton,,41.35785,-72.02754,WGS84,7457.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",https://bisque.cyverse.org/image_service/00-oZnMfhXV3SyAMtfZBLXKsm,Ericales,True,False,0.7076207399368286,False,False,0.9841118454933168,True,True,0.9999980926513672,True,True,0.9375171065330504
CCSU-07486,985148,urn:uuid:b0528f8e-7739-4f51-ad9d-3132a7135c74,,CCSU,Rosaceae,,Rosa rugosa,831098.0,27/5/1977,,1977.0,147.0,United States of America,Connecticut,New London,New London,Ocean Beach Park,41.34883,-72.10383,WGS84,5227.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",https://bisque.cyverse.org/image_service/00-aoZzNBt6oamsqFgaBuwbbW,Rosales,False,False,0.9582014083862304,False,False,0.9983230233192444,True,True,0.9953432083129884,True,True,0.9720192551612854
CCSU-07487,985149,urn:uuid:12486ce2-ca74-44f6-bb0f-d835e65e52ab,,CCSU,Rosaceae,,Rosa rugosa,831098.0,,6-18-77,,,United States of America,Connecticut,New London,New London,,41.34883,-72.10383,WGS84,5227.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"Connecticut Town Boundary vector digital data (CONNECTICUT_TOWN_BOUNDARY.shp), 2005 edition; State of Connecticut, Department of Environmental Protection, Hartford, CT (http://www.ct.gov/deep).",https://bisque.cyverse.org/image_service/00-uKanqKoBb2ewx3ZuiFKjSY,Rosales,False,False,0.9356926083564758,True,False,0.8693751692771912,True,True,0.9837663173675536,True,True,0.5181081295013428
CHRB0008445,1563628,05b2287d-c3b4-4b96-8ff3-69a2b30e0550,,CHRB,Ericaceae,,Chamaedaphne calyculata,819576.0,17/7/1983,1983-07-17 - 1983-07-17,1983.0,198.0,United States,New Jersey,,,Egg Harbor,39.528728,-74.647936,,6904.0,,Used the GEOLocate Web Application to georeference to the city center.,GEOLocate Web Application,https://api.idigbio.org/v2/media/86582ecdbdad60db23c32454a0f28dfc?size=fullsize,Ericales,False,False,0.5524914860725403,True,True,0.98173987865448,True,True,0.9997182488441468,False,True,0.6104305982589722
CHRB0009783,1564966,0d7aab64-607d-45f9-8fca-a9edd53019bd,,CHRB,Ericaceae,,Lyonia ligustrina,826653.0,30/9/1998,1998-09-30 - 1998-09-30,1998.0,273.0,United States,New Jersey,Monmouth,,Earle Naval Preserve. n Central Sect. elec. ROW.,40.2725,-74.1536,,,,,,https://api.idigbio.org/v2/media/d32852a787d34897390ccfec12d5b920?size=fullsize,Ericales,False,False,0.9495726227760316,True,False,0.7286273241043091,True,True,0.9993441700935364,False,False,0.9690313935279846
CHRB0010446,1565629,9f8b77dc-80ce-4631-84bc-fdada9e421a7,,CHRB,Ericaceae,,Rhododendron viscosum,830856.0,16/6/1950,1950-06-16 - 1950-06-16,1950.0,167.0,United States,New Jersey,Sussex,,High Point Park,,,,,,,,https://api.idigbio.org/v2/media/434ba1e9eea1038706d9c412ab9f204f?size=fullsize,Ericales,False,False,0.9946647882461548,False,True,0.9307854771614076,False,True,0.9992558360099792,False,False,0.620653510093689
CHRB0010855,1566038,41b870ff-a4de-427d-a49e-edd9d652df7b,,CHRB,Ericaceae,,Vaccinium corymbosum,834120.0,3/8/1951,1951-08-03 - 1951-08-03,1951.0,215.0,United States,Pennsylvania,Lehigh,,1/2 mile E of Mosserville.,40.694261,-75.753135,WGS84,3479.0,,Used GEOLocate Web Application to georeference precise locality. (High precision),GEOLocate Web Application,https://api.idigbio.org/v2/media/e51d85f5904bb251d284e4c112b3bc8d?size=fullsize,Ericales,,False,0.9889968633651732,,True,0.850127637386322,,True,0.9947397112846376,,False,0.6517394781112671
CHRB0011000,1566183,06c9dc0c-3926-478f-a161-09eda45ce1c5,,CHRB,Ericaceae,,Vaccinium macrocarpon,834130.0,16/7/1960,1960-07-16 - 1960-07-16,1960.0,198.0,United States,Michigan,,,In mud lake bog near Warren's woods.,,,,,,,,https://api.idigbio.org/v2/media/930b33dc5ad4c54ae44c5065e4eea2ea?size=fullsize,Ericales,,False,0.9091230034828186,,False,0.9616863131523132,,True,0.9962795376777648,,True,0.5129284858703613
CONN00000513,42848,urn:catalog:UConn:CONN:CONN00000513,,CONN,Alismataceae,Sagittaria latifolia Willd. var. latifolia,Sagittaria latifolia,831497.0,31/7/1993,31-Jul-93,1993.0,212.0,United States of America,Connecticut,New Haven,"Southbury, Southford",Southford Falls State Park,41.45416,-73.16222,,5000.0,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/conn00000513.jpg,Alismatales,,True,0.5579017400741577,,False,0.8869724869728088,True,True,0.9994409680366516,True,True,0.9972074627876282
CONN00044739,62617,urn:catalog:UConn:CONN:CONN00044739,,CONN,Malvaceae,Tilia americana L.,Tilia,813896.0,23/9/1973,23-Sep-73,1973.0,266.0,United States of America,Connecticut,Litchfield,Harwinton,Harwinton,41.75444,-73.0575,,,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00044739.jpg,Malvales,False,False,0.9987209439277648,False,False,0.9995003938674928,False,True,0.825567901134491,False,False,0.5816125869750977
CONN00055268,7464,urn:catalog:UConn:CONN:CONN00055268,,CONN,Nymphaeaceae,Nuphar pumila (Timm) DC.,Nuphar microphylla,855146.0,23/8/1920,23-Aug-20,1920.0,236.0,United States of America,Maine,Somerset,,Middle Carry Pond,45.17027,-70.06055,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00055268.jpg,__Other,,True,0.8299598097801208,,False,0.8918492197990417,True,True,0.9712448716163636,,True,0.9977096319198608
CONN00056204,337642,urn:catalog:UConn:CONN:CONN00056204,,CONN,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,16/9/1892,16 Sep 1892,1892.0,260.0,United States of America,Pennsylvania,Luzerne,Long Pond,Lily Lake (Long Pond),41.1425,-76.08111,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00056204.jpg,Aquifoliales,False,False,0.9989812970161438,True,True,0.9794393181800842,True,True,0.9837294220924376,False,False,0.8569278120994568
CONN00065457,70645,urn:catalog:UConn:CONN:CONN00065457,,CONN,Rosaceae,Aronia floribunda (Lindl.) Spach,Aronia prunifolia,860175.0,4/7/1990,4 Jul 1990,1990.0,185.0,United States of America,Connecticut,Windham,Killingly,Five Mile River,41.84666,-71.88972,,5000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00065457.jpg,Rosales,False,False,0.9999237060546876,True,True,0.9897985458374025,True,True,0.998144507408142,False,False,0.9906479716300964
CONN00072540,18772,urn:catalog:UConn:CONN:CONN00072540,,CONN,Alismataceae,Sagittaria latifolia Willd.,Sagittaria latifolia,831497.0,29/8/1940,29-Aug-40,1940.0,242.0,United States of America,Massachusetts,Worcester,Fitchburg,Fitchburg,42.58333,-71.8,,20000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00072540.jpg,Alismatales,,False,0.5316363573074341,,False,0.8691712617874146,,True,0.9797006249427797,,True,0.9989538192749025
CONN00074212,27090,urn:catalog:UConn:CONN:CONN00074212,,CONN,Ericaceae,Vaccinium corymbosum L.,Vaccinium corymbosum,834120.0,27/7/1998,27-Jul-98,1998.0,208.0,United States of America,Connecticut,Hartford,Windsor,Northwest Park,41.905,-72.70194,,5000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00074212.jpg,Ericales,False,False,0.9940063953399658,True,True,0.898386538028717,True,True,0.9955594539642334,False,False,0.9756559729576112
CONN00078722,2015,urn:catalog:UConn:CONN:CONN00078722,,CONN,Aceraceae,Acer pensylvanicum L.,Acer pensylvanicum,815694.0,6/11/1944,6 Nov 1944,1944.0,311.0,Canada,Quebec,Arthabaska,Arthabaska,"Arthabaska, Canada",46.03333,-71.91666,,20000.0,,,"National Geospatial Intelligence Agency no date. Geonames, the NGA Geonet Names Server (GNS).",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00078722.jpg,__Other,False,False,0.9881778359413148,True,True,0.5973920822143555,True,True,0.9978346228599548,False,False,0.8835130929946899
CONN00082558,19447,urn:catalog:UConn:CONN:CONN00082558,,CONN,Aquifoliaceae,Ilex verticillata (L.) A.Gray,Ilex verticillata,824831.0,2/9/1946,2 Sep 1946,1946.0,245.0,United States of America,Massachusetts,Plymouth,Hanover,Hanover,42.11666,-70.88333,,5000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00082558.jpg,Aquifoliales,False,False,0.9969881176948548,True,True,0.9256353974342346,True,True,0.607157289981842,False,False,0.92922443151474
CONN00089764,20278,urn:catalog:UConn:CONN:CONN00089764,,CONN,Caprifoliaceae,Diervilla lonicera P. Mill.,Diervilla lonicera,821615.0,17/6/1972,17-Jun-72,1972.0,169.0,United States of America,Massachusetts,Hampshire,"Hatfield, West Hatfield",Horse Mountain,42.4,-72.67777,,4000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00089764.jpg,Dipsacales,True,False,0.6432247757911682,True,True,0.9070287346839904,True,True,0.9871663451194764,True,True,0.9956521391868592
CONN00111537,342251,urn:catalog:UConn:CONN:CONN00111537,,CONN,Ericaceae,Vaccinium corymbosum L.,Vaccinium corymbosum,834120.0,7/5/1983,7 May 1983,1983.0,127.0,United States of America,Connecticut,New London,Voluntown,"Mount Misery, Pachaug State Forest, Voluntown",41.58888,-71.87333,,5000.0,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00111537.jpg,Ericales,True,True,0.6685753464698792,False,True,0.5720595717430115,True,True,0.984608232975006,True,True,0.8184481263160706
CONN00111659,341641,urn:catalog:UConn:CONN:CONN00111659,,CONN,Ericaceae,Rhododendron periclymenoides (Michx.) Shinners,Rhododendron nudiflorum,856934.0,22/5/1933,22-May-33,1933.0,142.0,United States of America,Connecticut,New London,Groton,Groton,41.34583,-72.02972,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00111659.jpg,Ericales,True,True,0.5318261981010437,False,False,0.7334687113761902,True,True,0.9087464213371276,True,True,0.8819531202316284
CONN00112102,342269,urn:catalog:UConn:CONN:CONN00112102,,CONN,Ericaceae,Vaccinium corymbosum L.,Vaccinium atrococcum,859535.0,9/8/1920,9 Aug 1920,1920.0,222.0,United States of America,New Jersey,Ocean,"Dover, Toms River",Toms River,39.9375,-74.11111,,20000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00112102.jpg,Ericales,False,False,0.9909961223602296,True,True,0.9690820574760436,True,True,0.871776282787323,False,False,0.9893479347229004
CONN00112366,342622,urn:catalog:UConn:CONN:CONN00112366,,CONN,Ericaceae,Vaccinium macrocarpon Ait.,Vaccinium macrocarpon,834130.0,3/7/1929,3 Jul 1929,1929.0,184.0,United States of America,Connecticut,New Haven,Bethany,Bethany,41.42555,-72.99305,,20000.0,,,"no date. Topozone. TopoZone.com © Maps a la carte, Inc. - All rights reserved.",http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00112366.jpg,Ericales,True,False,0.5576520562171936,False,False,0.8893848061561584,True,True,0.990082323551178,True,True,0.9987010955810548
CONN00112549,342522,urn:catalog:UConn:CONN:CONN00112549,UConn,CONN,Ericaceae,Vaccinium oxycoccos L.,Vaccinium oxycoccos,834137.0,14/7/1938,"July 14, 1938",1938.0,195.0,Canada,Newfoundland,,,St. Mary's River,,,,,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00112549.jpg,Ericales,True,False,0.6373372673988342,False,False,0.7880631685256958,True,True,0.8739342093467712,True,True,0.9137526750564576
CONN00126111,359905,urn:catalog:UConn:CONN:CONN00126111,,CONN,Melanthiaceae,Trillium erectum L.,Trillium erectum,833920.0,0/0/0,1894,1894.0,,United States of America,Massachusetts,Hampshire,,"South Amherst, Amherst",42.34027,-72.505,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00126111.jpg,__Other,False,False,0.9916402101516724,False,False,0.9124054312705994,True,True,0.980523407459259,True,False,0.523644208908081
CONN00129519,348814,urn:catalog:UConn:CONN:CONN00129519,,CONN,Caprifoliaceae,Lonicera morrowii A.Gray,Lonicera morrowii,826296.0,26/5/2006,26-May-06,2006.0,146.0,United States of America,Connecticut,Tolland,Stafford,Stafford,42.0157,-72.3222,,5000.0,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00129519.jpg,Dipsacales,True,False,0.5322167277336121,False,False,0.7447714805603027,True,True,0.999631404876709,True,True,0.9870415925979614
CONN00130877,348279,urn:catalog:UConn:CONN:CONN00130877,,CONN,Vitaceae,Vitis labrusca L.,Vitis labrusca,834549.0,25/8/1981,25-Aug-81,1981.0,237.0,United States of America,Connecticut,New London,Salem,Horse Pond,41.46166,-72.25083,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00130877.jpg,__Other,False,False,0.9890649318695068,True,True,0.8370304703712463,True,True,0.9993971586227416,False,True,0.5874257683753967
CONN00136383,351802,urn:catalog:UConn:CONN:CONN00136383,,CONN,Fagaceae,Quercus velutina Lam.,Quercus velutina,830584.0,23/6/1983,23-Jun-83,1983.0,174.0,United States of America,Connecticut,Litchfield,Sharon,"Pine Knob, Housatonic State Forest, Sharon",41.58805,-73.45694,,20000.0,,,,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00136383.jpg,Fagales,False,False,0.9995779395103456,False,False,0.9754379987716676,False,False,0.7452072501182556,False,False,0.6290687918663025
CONN00149497,361041,urn:catalog:UConn:CONN:CONN00149497,,CONN,Ericaceae,Vaccinium macrocarpon Ait.,Vaccinium macrocarpon,834130.0,2/9/1994,2 Sep 1994,1994.0,245.0,United States of America,Connecticut,Windham,Thompson,Quaddick State Forest,41.97176,-71.81006,,5000.0,,,2006. Google Earth. © Google Earth.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00149497.jpg,Ericales,False,False,0.985848069190979,True,True,0.9959671497344972,True,True,0.997809112071991,False,False,0.635290265083313
CONN00156671,861571,urn:catalog:UConn:CONN:CONN00156671,,CONN,Rosaceae,Rosa carolina L.,Rosa carolina,831075.0,10/6/1975,10-Jun-75,1975.0,161.0,United States of America,Massachusetts,Barnstable,Dennis,South Dennis,41.68944,-70.15694,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00156671.jpg,Rosales,True,True,0.5284839868545532,True,False,0.9694299101829528,True,True,0.9817991852760316,True,True,0.9888089299201964
CONN00157890,862616,urn:catalog:UConn:CONN:CONN00157890,,CONN,Rosaceae,Prunus pensylvanica L.f.,Prunus pensylvanica,830276.0,1/5/1973,1 May 1973,1973.0,121.0,United States of America,Massachusetts,Hampshire,Northampton,Northampton,42.325,-72.64111,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00157890.jpg,Rosales,True,False,0.6319723129272461,False,False,0.9841429591178894,True,True,0.999357044696808,True,True,0.9998928308486938
CONN00161213,865343,urn:catalog:UConn:CONN:CONN00161213,,CONN,Rosaceae,Spiraea tomentosa L.,Spiraea tomentosa,832848.0,5/8/1923,5 Aug 1923,1923.0,217.0,United States of America,Connecticut,New London,Ledyard,Ledyard,41.43972,-72.01555,,5000.0,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00161213.jpg,Rosales,True,False,0.9915410876274108,False,False,0.976619839668274,True,True,0.9953675270080566,True,True,0.9122596383094788
KESC06775,1055483,urn:uuid:366d6345-54ec-41f6-9d11-0f3d5f2bc7c0,Keene State University,KESC,Rosaceae,,Spiraea tomentosa,832848.0,28/8/1972,,1972.0,241.0,United States of America,Maine,York,Newfield,,43.64036,-70.90488,WGS84,7694.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://bisque.cyverse.org/image_service/00-RRdNMTa7sb8kkhzBzmG9vV,Rosales,,False,0.5918885469436646,,True,0.8169004917144775,True,True,0.9937762022018432,,False,0.95390647649765
MAINE00000246,1211261,urn:uuid:36b31bbe-7899-4d9b-8ea2-2bc5af7b542c,,MAINE,Fagaceae,Quercus macrocarpa Michx.,Quercus macrocarpa,830545.0,15/8/1941,1941-8-15,1941.0,227.0,United States of America,Maine,Aroostook,Caribou,(Green Ridge),46.86618,-67.99199,WGS84,11351.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://api.idigbio.org/v2/media/65c0898f04c9f4b9562730fbf63020ad,Fagales,False,False,0.9983175992965698,False,True,0.6487696766853333,False,False,0.9895017743110656,False,False,0.6513373851776123
MAINE00020066,1210460,urn:uuid:0470686a-7f3d-44e0-bccb-9c746789e64b,,MAINE,Rosaceae,Rosa blanda Ait.,Rosa blanda,831070.0,15/6/1937,1937-6-15,1937.0,166.0,United States of America,Maine,Penobscot,Greenbush,near Cardville,45.08074,-68.59131,WGS84,8365.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://api.idigbio.org/v2/media/857a13ad319515bb4c17e95f5ac18739,Rosales,True,True,0.5048035383224487,False,False,0.8371994495391846,True,True,0.994387149810791,True,True,0.9983164072036744
MAINE00020340,1210749,urn:uuid:b7fbd8e6-e2f6-4bda-af36-750dda93e431,,MAINE,Rosaceae,Rosa rugosa Thunb.,Rosa rugosa,831098.0,29/6/1949,1949-6-29,1949.0,180.0,United States of America,Maine,Hancock,Deer Isle,Butter Is.,44.22895,-68.68053,WGS84,12631.0,,Coordinates are for the centroid of the town polygon. The uncertainty is the largest possible distance between the centroid and the polygon edge.,"GISVIEW.MEGIS.Metwp24P vector digital data (metwp24p.shp), 03/15/2013; Maine Office of Geographic Information Systems, Augusta, ME (http://www.maine.gov/megis/catalog/).",https://api.idigbio.org/v2/media/039fc212108a65be9c5d354df12618ab,Rosales,False,False,0.9523709416389464,True,False,0.8733107447624207,True,True,0.9990027546882628,True,True,0.991367757320404
